# CREATED BY GENE DIAGNOSTICS TOOL on Tue Mar 16 13:47:19 2021
# diag: timetrace, run(s): 0031, time window: 0-300(2185 steps), species: ions
# original data path: /ptmp/cmor/HP_GAM_scans/LHD_s0.25_alpha-0_npol2_nz0512/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9997E-01  0.0000E+00
  1.3740E-01  9.9650E-01 -4.9243E-05
  2.7480E-01  9.8665E-01 -9.6767E-05
  4.1220E-01  9.7190E-01 -1.4110E-04
  5.4960E-01  9.5408E-01 -1.8145E-04
  6.8700E-01  9.3489E-01 -2.1796E-04
  8.2440E-01  9.1561E-01 -2.5155E-04
  9.6180E-01  8.9700E-01 -2.8345E-04
  1.0992E+00  8.7934E-01 -3.1469E-04
  1.2366E+00  8.6256E-01 -3.4587E-04
  1.3740E+00  8.4641E-01 -3.7714E-04
  1.5114E+00  8.3055E-01 -4.0834E-04
  1.6488E+00  8.1468E-01 -4.3917E-04
  1.7862E+00  7.9852E-01 -4.6937E-04
  1.9236E+00  7.8191E-01 -4.9876E-04
  2.0610E+00  7.6474E-01 -5.2727E-04
  2.1984E+00  7.4699E-01 -5.5489E-04
  2.3358E+00  7.2868E-01 -5.8163E-04
  2.4732E+00  7.0990E-01 -6.0750E-04
  2.6106E+00  6.9073E-01 -6.3250E-04
  2.7480E+00  6.7130E-01 -6.5659E-04
  2.8854E+00  6.5173E-01 -6.7972E-04
  3.0228E+00  6.3214E-01 -7.0178E-04
  3.1602E+00  6.1265E-01 -7.2268E-04
  3.2976E+00  5.9335E-01 -7.4234E-04
  3.4350E+00  5.7431E-01 -7.6068E-04
  3.5724E+00  5.5560E-01 -7.7768E-04
  3.7098E+00  5.3727E-01 -7.9330E-04
  3.8472E+00  5.1935E-01 -8.0753E-04
  3.9846E+00  5.0187E-01 -8.2034E-04
  4.1220E+00  4.8483E-01 -8.3176E-04
  4.2594E+00  4.6825E-01 -8.4181E-04
  4.3968E+00  4.5213E-01 -8.5050E-04
  4.5342E+00  4.3649E-01 -8.5785E-04
  4.6716E+00  4.2132E-01 -8.6389E-04
  4.8090E+00  4.0664E-01 -8.6864E-04
  4.9464E+00  3.9243E-01 -8.7215E-04
  5.0838E+00  3.7871E-01 -8.7446E-04
  5.2212E+00  3.6547E-01 -8.7559E-04
  5.3586E+00  3.5272E-01 -8.7560E-04
  5.4960E+00  3.4045E-01 -8.7453E-04
  5.6334E+00  3.2865E-01 -8.7242E-04
  5.7708E+00  3.1733E-01 -8.6933E-04
  5.9082E+00  3.0647E-01 -8.6532E-04
  6.0456E+00  2.9606E-01 -8.6042E-04
  6.1830E+00  2.8610E-01 -8.5470E-04
  6.3204E+00  2.7657E-01 -8.4822E-04
  6.4578E+00  2.6745E-01 -8.4103E-04
  6.5952E+00  2.5874E-01 -8.3320E-04
  6.7326E+00  2.5043E-01 -8.2479E-04
  6.8700E+00  2.4249E-01 -8.1585E-04
  7.0074E+00  2.3491E-01 -8.0644E-04
  7.1448E+00  2.2769E-01 -7.9662E-04
  7.2822E+00  2.2080E-01 -7.8644E-04
  7.4196E+00  2.1423E-01 -7.7595E-04
  7.5570E+00  2.0796E-01 -7.6520E-04
  7.6944E+00  2.0199E-01 -7.5422E-04
  7.8318E+00  1.9631E-01 -7.4307E-04
  7.9692E+00  1.9088E-01 -7.3180E-04
  8.1066E+00  1.8572E-01 -7.2043E-04
  8.2440E+00  1.8079E-01 -7.0901E-04
  8.3814E+00  1.7609E-01 -6.9757E-04
  8.5188E+00  1.7162E-01 -6.8615E-04
  8.6562E+00  1.6735E-01 -6.7477E-04
  8.7936E+00  1.6327E-01 -6.6346E-04
  8.9310E+00  1.5939E-01 -6.5225E-04
  9.0684E+00  1.5567E-01 -6.4116E-04
  9.2058E+00  1.5213E-01 -6.3020E-04
  9.3432E+00  1.4874E-01 -6.1939E-04
  9.4806E+00  1.4550E-01 -6.0876E-04
  9.6180E+00  1.4240E-01 -5.9833E-04
  9.7554E+00  1.3944E-01 -5.8810E-04
  9.8928E+00  1.3660E-01 -5.7809E-04
  1.0030E+01  1.3388E-01 -5.6832E-04
  1.0168E+01  1.3127E-01 -5.5879E-04
  1.0305E+01  1.2877E-01 -5.4952E-04
  1.0442E+01  1.2637E-01 -5.4052E-04
  1.0580E+01  1.2406E-01 -5.3180E-04
  1.0717E+01  1.2184E-01 -5.2338E-04
  1.0855E+01  1.1970E-01 -5.1527E-04
  1.0992E+01  1.1765E-01 -5.0746E-04
  1.1129E+01  1.1566E-01 -4.9995E-04
  1.1267E+01  1.1375E-01 -4.9276E-04
  1.1404E+01  1.1191E-01 -4.8587E-04
  1.1542E+01  1.1013E-01 -4.7929E-04
  1.1679E+01  1.0841E-01 -4.7302E-04
  1.1816E+01  1.0675E-01 -4.6707E-04
  1.1954E+01  1.0514E-01 -4.6142E-04
  1.2091E+01  1.0358E-01 -4.5606E-04
  1.2229E+01  1.0207E-01 -4.5100E-04
  1.2366E+01  1.0061E-01 -4.4621E-04
  1.2503E+01  9.9190E-02 -4.4169E-04
  1.2641E+01  9.7812E-02 -4.3744E-04
  1.2778E+01  9.6474E-02 -4.3344E-04
  1.2916E+01  9.5174E-02 -4.2968E-04
  1.3053E+01  9.3910E-02 -4.2614E-04
  1.3190E+01  9.2681E-02 -4.2279E-04
  1.3328E+01  9.1484E-02 -4.1962E-04
  1.3465E+01  9.0318E-02 -4.1660E-04
  1.3603E+01  8.9181E-02 -4.1371E-04
  1.3740E+01  8.8073E-02 -4.1091E-04
  1.3877E+01  8.6991E-02 -4.0818E-04
  1.4015E+01  8.5933E-02 -4.0547E-04
  1.4152E+01  8.4900E-02 -4.0277E-04
  1.4290E+01  8.3888E-02 -4.0004E-04
  1.4427E+01  8.2899E-02 -3.9726E-04
  1.4564E+01  8.1930E-02 -3.9439E-04
  1.4702E+01  8.0982E-02 -3.9140E-04
  1.4839E+01  8.0053E-02 -3.8827E-04
