# CREATED BY GENE DIAGNOSTICS TOOL on Wed Dec 16 18:50:09 2020
# diag: gamdiag, run(s): 0026, time window: 0-3000(1444 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/GAM_HP_scan/scanfiles0000/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= 0.5, q= 1.1358678
# Fit:    0.51780791,6.8531181e+12,-1.0880079e+13
# Analytic (Gao, Zhou/Yu): 0.25929117,0.35153249,4.6521118
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9997E-01  0.0000E+00
  2.0800E+00  9.3131E-01 -1.4428E-04
  4.1600E+00  8.3145E-01 -2.7249E-04
  6.2400E+00  7.7743E-01 -4.1719E-04
  8.3200E+00  7.4233E-01 -5.4397E-04
  1.0400E+01  7.0295E-01 -6.3844E-04
  1.2480E+01  6.6492E-01 -7.1515E-04
  1.4560E+01  6.3540E-01 -7.7443E-04
  1.6640E+01  6.1466E-01 -8.1667E-04
  1.8720E+01  6.0118E-01 -8.5288E-04
  2.0800E+01  5.9416E-01 -8.9645E-04
  2.2880E+01  5.9290E-01 -9.5661E-04
  2.4960E+01  5.9614E-01 -1.0363E-03
  2.7040E+01  6.0229E-01 -1.1324E-03
  2.9120E+01  6.0971E-01 -1.2366E-03
  3.1200E+01  6.1689E-01 -1.3426E-03
  3.3280E+01  6.2288E-01 -1.4476E-03
  3.5360E+01  6.2693E-01 -1.5489E-03
  3.7440E+01  6.2886E-01 -1.6403E-03
  3.9520E+01  6.2915E-01 -1.7253E-03
  4.1600E+01  6.2697E-01 -1.7994E-03
  4.3680E+01  6.2425E-01 -1.8691E-03
  4.5760E+01  6.2072E-01 -1.9348E-03
  4.7840E+01  6.1642E-01 -1.9977E-03
  4.9920E+01  6.1221E-01 -2.0626E-03
  5.2000E+01  6.0836E-01 -2.1289E-03
  5.4080E+01  6.0484E-01 -2.1969E-03
  5.6160E+01  6.0172E-01 -2.2673E-03
  5.8240E+01  5.9916E-01 -2.3425E-03
  6.0320E+01  5.9688E-01 -2.4186E-03
  6.2400E+01  5.9507E-01 -2.4969E-03
  6.4480E+01  5.9354E-01 -2.5790E-03
  6.6560E+01  5.9195E-01 -2.6577E-03
  6.8640E+01  5.9085E-01 -2.7390E-03
  7.0720E+01  5.8997E-01 -2.8228E-03
  7.2800E+01  5.8887E-01 -2.9016E-03
  7.4880E+01  5.8811E-01 -2.9833E-03
  7.6960E+01  5.8763E-01 -3.0723E-03
  7.9040E+01  5.8631E-01 -3.1533E-03
  8.1120E+01  5.8435E-01 -3.2255E-03
