# CREATED BY GENE DIAGNOSTICS TOOL on Fri Dec 11 20:59:32 2020
# diag: gamdiag, run(s): 0011, time window: 0-1500(1403 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/GAM_HP_scan/LHD_s0.25_alpha-pi10_npol2_nz0512/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= 0.5, q= 2.1464562
# Fit:    0.048053911,1490.1364,-4832.0383
# Analytic (Gao, Zhou/Yu): 0.078523524,0.37133596,2.4501048
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9998E-01  0.0000E+00
  1.0700E+00  8.7190E-01  5.6350E-04
  2.1400E+00  6.9981E-01  9.8844E-04
  3.2100E+00  4.6441E-01  1.2017E-03
  4.2800E+00  2.2479E-01  1.1847E-03
  5.3500E+00  1.6076E-02  9.5520E-04
  6.4200E+00 -1.3656E-01  5.7179E-04
  7.4900E+00 -2.2376E-01  1.1441E-04
  8.5600E+00 -2.4911E-01 -3.3262E-04
  9.6300E+00 -2.2449E-01 -6.9410E-04
  1.0700E+01 -1.6666E-01 -9.1738E-04
  1.1770E+01 -9.3851E-02 -9.7806E-04
  1.2840E+01 -2.1361E-02 -8.8791E-04
  1.3910E+01  4.0369E-02 -6.8112E-04
  1.4980E+01  8.0333E-02 -4.2557E-04
  1.6050E+01  9.9373E-02 -1.4925E-04
  1.7120E+01  1.0388E-01  8.3831E-05
  1.8190E+01  9.3313E-02  2.3283E-04
  1.9260E+01  8.0451E-02  3.4465E-04
  2.0330E+01  6.5701E-02  4.0173E-04
  2.1400E+01  5.6866E-02  4.3913E-04
  2.2470E+01  5.6201E-02  4.7605E-04
  2.3540E+01  6.3849E-02  5.2830E-04
  2.4610E+01  7.7468E-02  6.0006E-04
  2.5680E+01  9.3705E-02  6.8512E-04
  2.6750E+01  1.0896E-01  7.6858E-04
  2.7820E+01  1.1984E-01  8.2936E-04
  2.8890E+01  1.2436E-01  8.4759E-04
  2.9960E+01  1.2191E-01  8.1575E-04
  3.1030E+01  1.1167E-01  7.1666E-04
  3.2100E+01  9.7237E-02  5.6306E-04
  3.3170E+01  7.8252E-02  3.7273E-04
  3.4240E+01  5.9064E-02  1.5907E-04
  3.5310E+01  4.2623E-02 -4.0730E-05
  3.6380E+01  2.7700E-02 -2.1889E-04
  3.7450E+01  1.8981E-02 -3.4669E-04
  3.8520E+01  1.4183E-02 -4.1937E-04
  3.9590E+01  1.4507E-02 -4.3036E-04
  4.0660E+01  1.8128E-02 -3.8787E-04
  4.1730E+01  2.4159E-02 -2.9886E-04
  4.2800E+01  3.1487E-02 -1.7907E-04
  4.3870E+01  3.9125E-02 -4.4094E-05
  4.4940E+01  4.7035E-02  9.5746E-05
  4.6010E+01  5.3968E-02  2.2564E-04
  4.7080E+01  5.9575E-02  3.4079E-04
  4.8150E+01  6.3298E-02  4.3801E-04
  4.9220E+01  6.5757E-02  5.1301E-04
  5.0290E+01  6.7054E-02  5.6683E-04
  5.1360E+01  6.8785E-02  6.0359E-04
  5.2430E+01  7.0474E-02  6.2383E-04
  5.3500E+01  7.2242E-02  6.3019E-04
  5.4570E+01  7.3098E-02  6.2457E-04
  5.5640E+01  7.2063E-02  6.0337E-04
  5.6710E+01  6.9620E-02  5.6839E-04
  5.7780E+01  6.6071E-02  5.1727E-04
  5.8850E+01  6.2372E-02  4.5406E-04
  5.9920E+01  5.9222E-02  3.8209E-04
  6.0990E+01  5.6809E-02  3.0605E-04
  6.2060E+01  5.4967E-02  2.3303E-04
  6.3130E+01  5.3417E-02  1.6882E-04
  6.4200E+01  5.1525E-02  1.1578E-04
  6.5270E+01  4.9303E-02  7.8804E-05
  6.6340E+01  4.7068E-02  5.8792E-05
  6.7410E+01  4.5007E-02  5.4755E-05
  6.8480E+01  4.3698E-02  6.7570E-05
  6.9550E+01  4.3295E-02  9.3100E-05
  7.0620E+01  4.4139E-02  1.3198E-04
  7.1690E+01  4.5886E-02  1.7940E-04
  7.2760E+01  4.8380E-02  2.3357E-04
  7.3830E+01  5.1169E-02  2.9097E-04
  7.4900E+01  5.3943E-02  3.4828E-04
  7.5970E+01  5.6294E-02  4.0118E-04
  7.7040E+01  5.8129E-02  4.4782E-04
  7.8110E+01  5.9175E-02  4.8476E-04
  7.9180E+01  5.9467E-02  5.1014E-04
  8.0250E+01  5.9200E-02  5.2349E-04
  8.1320E+01  5.8549E-02  5.2485E-04
  8.2390E+01  5.7642E-02  5.1531E-04
  8.3460E+01  5.6653E-02  4.9728E-04
  8.4530E+01  5.5739E-02  4.7339E-04
  8.5600E+01  5.5012E-02  4.4612E-04
  8.6670E+01  5.4534E-02  4.1818E-04
  8.7740E+01  5.4128E-02  3.9103E-04
  8.8810E+01  5.3651E-02  3.6604E-04
  8.9880E+01  5.2976E-02  3.4359E-04
  9.0950E+01  5.2176E-02  3.2390E-04
  9.2020E+01  5.1416E-02  3.0753E-04
  9.3090E+01  5.0786E-02  2.9528E-04
  9.4160E+01  5.0244E-02  2.8795E-04
  9.5230E+01  4.9721E-02  2.8654E-04
  9.6300E+01  4.9225E-02  2.9126E-04
  9.7370E+01  4.8966E-02  3.0237E-04
  9.8440E+01  4.9142E-02  3.1926E-04
  9.9510E+01  4.9815E-02  3.4102E-04
  1.0058E+02  5.0780E-02  3.6598E-04
  1.0165E+02  5.1662E-02  3.9220E-04
  1.0272E+02  5.2138E-02  4.1724E-04
  1.0379E+02  5.2177E-02  4.3933E-04
  1.0486E+02  5.2045E-02  4.5697E-04
  1.0593E+02  5.2085E-02  4.6998E-04
  1.0700E+02  5.2382E-02  4.7863E-04
  1.0807E+02  5.2723E-02  4.8371E-04
  1.0914E+02  5.2763E-02  4.8558E-04
  1.1021E+02  5.2365E-02  4.8453E-04
  1.1128E+02  5.1669E-02  4.8067E-04
  1.1235E+02  5.0991E-02  4.7448E-04
  1.1342E+02  5.0592E-02  4.6664E-04
  1.1449E+02  5.0562E-02  4.5818E-04
  1.1556E+02  5.0780E-02  4.4985E-04
  1.1663E+02  5.1012E-02  4.4231E-04
  1.1770E+02  5.1028E-02  4.3582E-04
  1.1877E+02  5.0741E-02  4.3042E-04
  1.1984E+02  5.0260E-02  4.2625E-04
  1.2091E+02  4.9802E-02  4.2343E-04
  1.2198E+02  4.9583E-02  4.2250E-04
  1.2305E+02  4.9663E-02  4.2381E-04
  1.2412E+02  4.9923E-02  4.2773E-04
  1.2519E+02  5.0136E-02  4.3426E-04
  1.2626E+02  5.0135E-02  4.4289E-04
  1.2733E+02  4.9958E-02  4.5296E-04
  1.2840E+02  4.9788E-02  4.6362E-04
  1.2947E+02  4.9792E-02  4.7429E-04
  1.3054E+02  4.9966E-02  4.8438E-04
  1.3161E+02  5.0178E-02  4.9345E-04
  1.3268E+02  5.0299E-02  5.0112E-04
  1.3375E+02  5.0277E-02  5.0725E-04
  1.3482E+02  5.0097E-02  5.1178E-04
  1.3589E+02  4.9745E-02  5.1476E-04
  1.3696E+02  4.9257E-02  5.1624E-04
  1.3803E+02  4.8788E-02  5.1634E-04
  1.3910E+02  4.8560E-02  5.1545E-04
  1.4017E+02  4.8706E-02  5.1419E-04
  1.4124E+02  4.9140E-02  5.1321E-04
  1.4231E+02  4.9586E-02  5.1293E-04
  1.4338E+02  4.9754E-02  5.1336E-04
  1.4445E+02  4.9529E-02  5.1421E-04
  1.4552E+02  4.9026E-02  5.1512E-04
  1.4659E+02  4.8496E-02  5.1589E-04
  1.4766E+02  4.8157E-02  5.1656E-04
  1.4873E+02  4.8073E-02  5.1735E-04
  1.4980E+02  4.8164E-02  5.1853E-04
  1.5087E+02  4.8302E-02  5.2033E-04
  1.5194E+02  4.8419E-02  5.2290E-04
  1.5301E+02  4.8527E-02  5.2633E-04
  1.5408E+02  4.8650E-02  5.3063E-04
  1.5515E+02  4.8752E-02  5.3568E-04
  1.5622E+02  4.8738E-02  5.4112E-04
  1.5729E+02  4.8537E-02  5.4645E-04
  1.5836E+02  4.8187E-02  5.5112E-04
  1.5943E+02  4.7845E-02  5.5492E-04
  1.6050E+02  4.7694E-02  5.5796E-04
  1.6157E+02  4.7826E-02  5.6067E-04
  1.6264E+02  4.8176E-02  5.6350E-04
  1.6371E+02  4.8562E-02  5.6669E-04
  1.6478E+02  4.8795E-02  5.7019E-04
  1.6585E+02  4.8786E-02  5.7371E-04
  1.6692E+02  4.8583E-02  5.7689E-04
  1.6799E+02  4.8314E-02  5.7947E-04
  1.6906E+02  4.8098E-02  5.8137E-04
  1.7013E+02  4.7997E-02  5.8269E-04
  1.7120E+02  4.8013E-02  5.8367E-04
  1.7227E+02  4.8106E-02  5.8463E-04
  1.7334E+02  4.8214E-02  5.8586E-04
  1.7441E+02  4.8268E-02  5.8760E-04
  1.7548E+02  4.8233E-02  5.8991E-04
  1.7655E+02  4.8124E-02  5.9270E-04
  1.7762E+02  4.7990E-02  5.9580E-04
  1.7869E+02  4.7880E-02  5.9900E-04
  1.7976E+02  4.7809E-02  6.0212E-04
  1.8083E+02  4.7759E-02  6.0504E-04
  1.8190E+02  4.7690E-02  6.0772E-04
  1.8297E+02  4.7555E-02  6.1019E-04
  1.8404E+02  4.7330E-02  6.1250E-04
  1.8511E+02  4.7045E-02  6.1473E-04
  1.8618E+02  4.6778E-02  6.1701E-04
  1.8725E+02  4.6611E-02  6.1953E-04
  1.8832E+02  4.6575E-02  6.2243E-04
  1.8939E+02  4.6629E-02  6.2576E-04
  1.9046E+02  4.6685E-02  6.2939E-04
  1.9153E+02  4.6665E-02  6.3312E-04
  1.9260E+02  4.6550E-02  6.3670E-04
  1.9367E+02  4.6386E-02  6.3996E-04
  1.9474E+02  4.6231E-02  6.4284E-04
  1.9581E+02  4.6102E-02  6.4541E-04
  1.9688E+02  4.5978E-02  6.4774E-04
  1.9795E+02  4.5858E-02  6.4992E-04
  1.9902E+02  4.5794E-02  6.5207E-04
  2.0009E+02  4.5842E-02  6.5439E-04
  2.0116E+02  4.5987E-02  6.5703E-04
  2.0223E+02  4.6135E-02  6.6006E-04
  2.0330E+02  4.6179E-02  6.6336E-04
  2.0437E+02  4.6088E-02  6.6668E-04
  2.0544E+02  4.5921E-02  6.6977E-04
  2.0651E+02  4.5775E-02  6.7250E-04
  2.0758E+02  4.5720E-02  6.7487E-04
  2.0865E+02  4.5757E-02  6.7698E-04
  2.0972E+02  4.5828E-02  6.7899E-04
  2.1079E+02  4.5870E-02  6.8101E-04
  2.1186E+02  4.5868E-02  6.8312E-04
  2.1293E+02  4.5853E-02  6.8537E-04
  2.1400E+02  4.5859E-02  6.8781E-04
  2.1507E+02  4.5891E-02  6.9047E-04
  2.1614E+02  4.5939E-02  6.9333E-04
  2.1721E+02  4.5994E-02  6.9633E-04
  2.1828E+02  4.6040E-02  6.9939E-04
  2.1935E+02  4.6046E-02  7.0242E-04
  2.2042E+02  4.6001E-02  7.0531E-04
  2.2149E+02  4.5945E-02  7.0801E-04
  2.2256E+02  4.5951E-02  7.1059E-04
  2.2363E+02  4.6048E-02  7.1317E-04
  2.2470E+02  4.6183E-02  7.1586E-04
  2.2577E+02  4.6269E-02  7.1865E-04
  2.2684E+02  4.6246E-02  7.2147E-04
  2.2791E+02  4.6126E-02  7.2423E-04
  2.2898E+02  4.5972E-02  7.2689E-04
  2.3005E+02  4.5871E-02  7.2948E-04
  2.3112E+02  4.5880E-02  7.3208E-04
  2.3219E+02  4.5977E-02  7.3479E-04
  2.3326E+02  4.6070E-02  7.3764E-04
  2.3433E+02  4.6071E-02  7.4058E-04
  2.3540E+02  4.5971E-02  7.4347E-04
  2.3647E+02  4.5837E-02  7.4624E-04
  2.3754E+02  4.5733E-02  7.4888E-04
  2.3861E+02  4.5669E-02  7.5144E-04
  2.3968E+02  4.5623E-02  7.5396E-04
  2.4075E+02  4.5587E-02  7.5650E-04
  2.4182E+02  4.5570E-02  7.5912E-04
  2.4289E+02  4.5559E-02  7.6187E-04
  2.4396E+02  4.5512E-02  7.6476E-04
  2.4503E+02  4.5403E-02  7.6773E-04
  2.4610E+02  4.5261E-02  7.7070E-04
  2.4717E+02  4.5154E-02  7.7362E-04
  2.4824E+02  4.5129E-02  7.7649E-04
  2.4931E+02  4.5159E-02  7.7937E-04
  2.5038E+02  4.5162E-02  7.8225E-04
  2.5145E+02  4.5067E-02  7.8508E-04
  2.5252E+02  4.4875E-02  7.8779E-04
  2.5359E+02  4.4652E-02  7.9033E-04
  2.5466E+02  4.4461E-02  7.9276E-04
  2.5573E+02  4.4321E-02  7.9516E-04
  2.5680E+02  4.4216E-02  7.9757E-04
  2.5787E+02  4.4132E-02  8.0002E-04
  2.5894E+02  4.4068E-02  8.0253E-04
  2.6001E+02  4.4002E-02  8.0508E-04
  2.6108E+02  4.3897E-02  8.0765E-04
  2.6215E+02  4.3735E-02  8.1020E-04
  2.6322E+02  4.3551E-02  8.1266E-04
  2.6429E+02  4.3417E-02  8.1509E-04
  2.6536E+02  4.3378E-02  8.1758E-04
  2.6643E+02  4.3413E-02  8.2024E-04
  2.6750E+02  4.3456E-02  8.2309E-04
  2.6857E+02  4.3447E-02  8.2608E-04
  2.6964E+02  4.3375E-02  8.2907E-04
  2.7071E+02  4.3275E-02  8.3196E-04
  2.7178E+02  4.3197E-02  8.3472E-04
  2.7285E+02  4.3160E-02  8.3736E-04
  2.7392E+02  4.3145E-02  8.3992E-04
  2.7499E+02  4.3120E-02  8.4242E-04
  2.7606E+02  4.3072E-02  8.4485E-04
  2.7713E+02  4.3012E-02  8.4723E-04
  2.7820E+02  4.2953E-02  8.4959E-04
  2.7927E+02  4.2894E-02  8.5196E-04
  2.8034E+02  4.2824E-02  8.5432E-04
  2.8141E+02  4.2744E-02  8.5664E-04
  2.8248E+02  4.2676E-02  8.5889E-04
  2.8355E+02  4.2646E-02  8.6107E-04
  2.8462E+02  4.2664E-02  8.6326E-04
  2.8569E+02  4.2700E-02  8.6552E-04
  2.8676E+02  4.2707E-02  8.6787E-04
  2.8783E+02  4.2662E-02  8.7029E-04
  2.8890E+02  4.2595E-02  8.7275E-04
  2.8997E+02  4.2563E-02  8.7525E-04
  2.9104E+02  4.2596E-02  8.7785E-04
  2.9211E+02  4.2661E-02  8.8057E-04
  2.9318E+02  4.2700E-02  8.8339E-04
  2.9425E+02  4.2685E-02  8.8623E-04
  2.9532E+02  4.2642E-02  8.8902E-04
  2.9639E+02  4.2620E-02  8.9174E-04
  2.9746E+02  4.2652E-02  8.9443E-04
  2.9853E+02  4.2736E-02  8.9716E-04
  2.9960E+02  4.2837E-02  8.9993E-04
  3.0067E+02  4.2907E-02  9.0273E-04
  3.0174E+02  4.2918E-02  9.0548E-04
  3.0281E+02  4.2881E-02  9.0812E-04
