# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar 10 09:31:27 2021
# diag: timetrace, run(s): 0019, time window: 0-2000(1386 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/GAMZF_convergence/lhd_surface/scanfiles0000/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9997E-01  0.0000E+00
  1.4440E+00  8.4322E-01 -3.0170E-03
  2.8880E+00  6.4473E-01 -5.4749E-03
  4.3320E+00  4.3613E-01 -6.8219E-03
  5.7760E+00  2.7905E-01 -6.8217E-03
  7.2200E+00  1.7910E-01 -5.7742E-03
  8.6640E+00  1.2233E-01 -4.2813E-03
  1.0108E+01  9.1962E-02 -2.8593E-03
  1.1552E+01  7.5854E-02 -1.7749E-03
  1.2996E+01  6.6912E-02 -1.0647E-03
  1.4440E+01  6.1604E-02 -6.1874E-04
  1.5884E+01  5.8735E-02 -3.8778E-04
  1.7328E+01  5.8276E-02 -5.3763E-04
  1.8772E+01  5.9668E-02 -1.1843E-03
  2.0216E+01  6.1079E-02 -2.1876E-03
  2.1660E+01  5.9728E-02 -3.1017E-03
  2.3104E+01  5.3395E-02 -3.4545E-03
  2.4548E+01  4.1616E-02 -3.0106E-03
  2.5992E+01  2.5754E-02 -1.8415E-03
  2.7436E+01  8.3981E-03 -2.5876E-04
  2.8880E+01 -7.5342E-03  1.3434E-03
  3.0324E+01 -1.9747E-02  2.6306E-03
  3.1768E+01 -2.7094E-02  3.4063E-03
  3.3212E+01 -2.9534E-02  3.6223E-03
  3.4656E+01 -2.7381E-02  3.3523E-03
  3.6100E+01 -2.1725E-02  2.7307E-03
  3.7544E+01 -1.4399E-02  1.8964E-03
  3.8988E+01 -6.5420E-03  9.8409E-04
  4.0432E+01  1.9636E-03  6.1058E-05
  4.1876E+01  1.0956E-02 -8.0031E-04
  4.3320E+01  1.9273E-02 -1.5642E-03
  4.4764E+01  2.5909E-02 -2.2314E-03
  4.6208E+01  3.0937E-02 -2.7962E-03
  4.7652E+01  3.5445E-02 -3.2741E-03
  4.9096E+01  4.0384E-02 -3.6850E-03
  5.0540E+01  4.5970E-02 -4.0490E-03
  5.1984E+01  5.1481E-02 -4.3850E-03
  5.3428E+01  5.5676E-02 -4.6962E-03
  5.4872E+01  5.7865E-02 -4.9682E-03
  5.6316E+01  5.8489E-02 -5.1828E-03
  5.7760E+01  5.8832E-02 -5.3296E-03
  5.9204E+01  5.9938E-02 -5.3875E-03
  6.0648E+01  6.2052E-02 -5.3699E-03
  6.2092E+01  6.4398E-02 -5.2736E-03
  6.3536E+01  6.5676E-02 -5.1014E-03
  6.4980E+01  6.5079E-02 -4.8728E-03
  6.6424E+01  6.2910E-02 -4.6000E-03
  6.7868E+01  5.9878E-02 -4.3026E-03
  6.9312E+01  5.6742E-02 -4.0085E-03
  7.0756E+01  5.4205E-02 -3.7304E-03
  7.2200E+01  5.2810E-02 -3.4885E-03
  7.3644E+01  5.2211E-02 -3.2861E-03
  7.5088E+01  5.1469E-02 -3.1262E-03
  7.6532E+01  5.0176E-02 -3.0061E-03
  7.7976E+01  4.8782E-02 -2.9310E-03
  7.9420E+01  4.7590E-02 -2.8922E-03
  8.0864E+01  4.6370E-02 -2.9024E-03
  8.2308E+01  4.5074E-02 -2.9453E-03
  8.3752E+01  4.4480E-02 -3.0076E-03
  8.5196E+01  4.5220E-02 -3.0961E-03
  8.6640E+01  4.6706E-02 -3.1974E-03
  8.8084E+01  4.7738E-02 -3.3162E-03
  8.9528E+01  4.7846E-02 -3.4472E-03
  9.0972E+01  4.7700E-02 -3.5902E-03
  9.2416E+01  4.8006E-02 -3.7424E-03
  9.3860E+01  4.8651E-02 -3.9045E-03
  9.5304E+01  4.8961E-02 -4.0724E-03
